,query1,query2,size,siamese_distance,average_image_time_query1,average_image_time_query2,patch_retrieval_time,image_comparison_time,total_time
5,AMD11,AMD15,"(496, 512)",62.13787841796875,0.0849919319152832,0.0940237045288086,0.0010027885437011719,0.11697173118591309,0.21199822425842285
7,AMD11,AMD3,"(496, 512)",62.1558837890625,0.0849919319152832,0.09599995613098145,0.0010211467742919922,0.12113022804260254,0.21815133094787598
13,AMD11,AMD9,"(496, 512)",62.16169357299805,0.0849919319152832,0.1849982738494873,0.001026153564453125,0.11897516250610352,0.30499958992004395
9,AMD11,AMD5,"(496, 512)",62.19164276123047,0.0849919319152832,0.07397747039794922,0.0010013580322265625,0.11996912956237793,0.1949479579925537
4,AMD11,AMD14,"(496, 512)",62.21761703491211,0.0849919319152832,0.18599534034729004,0.0010004043579101562,0.1212456226348877,0.3082413673400879
19,AMD11,NORMAL15,"(496, 512)",62.219635009765625,0.0849919319152832,0.19096970558166504,0.0,0.11956024169921875,0.3105299472808838
25,AMD11,NORMAL7,"(496, 512)",62.240943908691406,0.0849919319152832,0.19095253944396973,0.0009999275207519531,0.11902189254760742,0.3109743595123291
16,AMD11,NORMAL12,"(496, 512)",62.246299743652344,0.0849919319152832,0.19302916526794434,0.0010001659393310547,0.11797118186950684,0.3120005130767822
12,AMD11,AMD8,"(496, 512)",62.25039291381836,0.0849919319152832,0.07462882995605469,0.0009772777557373047,0.11800050735473633,0.19360661506652832
2,AMD11,AMD12,"(496, 512)",62.25216293334961,0.0849919319152832,0.07500028610229492,0.0010004043579101562,0.11702895164489746,0.19302964210510254
11,AMD11,AMD7,"(496, 512)",62.25217056274414,0.0849919319152832,0.18802857398986816,0.001004934310913086,0.11716389656066895,0.3061974048614502
8,AMD11,AMD4,"(496, 512)",62.259918212890625,0.0849919319152832,0.07405328750610352,0.0010046958923339844,0.1170186996459961,0.1920766830444336
26,AMD11,NORMAL8,"(496, 512)",62.27143859863281,0.0849919319152832,0.18796038627624512,0.0010006427764892578,0.11700153350830078,0.30596256256103516
21,AMD11,NORMAL3,"(496, 512)",62.27435302734375,0.0849919319152832,0.19102835655212402,0.0,0.11897110939025879,0.3099994659423828
24,AMD11,NORMAL6,"(496, 512)",62.286163330078125,0.0849919319152832,0.19103312492370605,0.0010004043579101562,0.11701273918151855,0.30904626846313477
1,AMD11,AMD10,"(496, 512)",62.30938720703125,0.0849919319152832,0.18602848052978516,0.0009992122650146484,0.12197232246398926,0.30900001525878906
14,AMD11,NORMAL1,"(496, 512)",62.32929611206055,0.0849919319152832,0.19202256202697754,0.0009989738464355469,0.11594533920288086,0.30896687507629395
15,AMD11,NORMAL10,"(496, 512)",62.3310546875,0.0849919319152832,0.19199872016906738,0.00099945068359375,0.11800122261047363,0.31099939346313477
10,AMD11,AMD6,"(496, 512)",62.337547302246094,0.0849919319152832,0.07502198219299316,0.0010116100311279297,0.11896491050720215,0.19499850273132324
6,AMD11,AMD2,"(496, 512)",62.3383674621582,0.0849919319152832,0.09897017478942871,0.0010004043579101562,0.11700129508972168,0.21697187423706055
3,AMD11,AMD13,"(496, 512)",62.35244369506836,0.0849919319152832,0.07499814033508301,0.0,0.11800527572631836,0.19300341606140137
0,AMD11,AMD1,"(496, 512)",62.358158111572266,0.0849919319152832,0.09895777702331543,0.00099945068359375,0.11900019645690918,0.21895742416381836
23,AMD11,NORMAL5,"(496, 512)",62.37738800048828,0.0849919319152832,0.1970067024230957,0.0009932518005371094,0.1230015754699707,0.3210015296936035
22,AMD11,NORMAL4,"(496, 512)",62.443241119384766,0.0849919319152832,0.19301223754882812,0.0,0.11998772621154785,0.312999963760376
20,AMD11,NORMAL2,"(496, 512)",62.51443862915039,0.0849919319152832,0.19197607040405273,0.0,0.11929774284362793,0.31127381324768066
17,AMD11,NORMAL13,"(496, 512)",62.5230827331543,0.0849919319152832,0.1950218677520752,0.0009999275207519531,0.11698341369628906,0.3130052089691162
27,AMD11,NORMAL9,"(496, 512)",62.544822692871094,0.0849919319152832,0.1929945945739746,0.0010211467742919922,0.11813879013061523,0.31215453147888184
18,AMD11,NORMAL14,"(496, 512)",62.5528678894043,0.0849919319152832,0.1920299530029297,0.0010056495666503906,0.11699438095092773,0.3100299835205078
