,query image,k,reciprocal rank for k = 3,average precision for k = 3,reciprocal rank for k = 5,average precision for k = 5,reciprocal rank for k = 7,average precision for k = 7,time in seconds
0,AMD1,"3, 5, 7",0.0,0.0,0.25,0.4,0.25,0.42857142857142855,12.457017183303833
1,AMD10,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.8571428571428571,12.469888925552368
2,AMD11,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,12.376235723495483
3,AMD12,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.42857142857142855,12.499720811843872
4,AMD13,"3, 5, 7",0.0,0.0,0.0,0.0,0.16666666666666666,0.2857142857142857,12.40860104560852
5,AMD14,"3, 5, 7",0.5,0.3333333333333333,0.5,0.2,0.5,0.2857142857142857,12.481585025787354
6,AMD15,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.7142857142857143,12.40301775932312
7,AMD2,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.5714285714285714,12.5436429977417
8,AMD3,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.8571428571428571,12.430216073989868
9,AMD4,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.2857142857142857,12.4760582447052
10,AMD5,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.2857142857142857,12.466192245483398
11,AMD6,"3, 5, 7",0.5,0.3333333333333333,0.5,0.2,0.5,0.14285714285714285,12.504730224609375
12,AMD7,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,12.473556280136108
13,AMD8,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.14285714285714285,12.341251134872437
14,AMD9,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.14285714285714285,12.556152105331421
15,DME1,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.5714285714285714,12.40510082244873
16,DME10,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,12.555667161941528
17,DME11,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.5714285714285714,12.393797874450684
18,DME12,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.42857142857142855,12.514121055603027
19,DME13,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,12.454541206359863
20,DME14,"3, 5, 7",0.0,0.0,0.25,0.4,0.25,0.42857142857142855,12.550679206848145
21,DME15,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.5714285714285714,12.421076774597168
22,DME2,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,12.548633575439453
23,DME3,"3, 5, 7",0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,12.44015097618103
24,DME4,"3, 5, 7",0.0,0.0,0.0,0.0,0.0,0.0,12.490134716033936
25,DME5,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.2857142857142857,12.458738327026367
26,DME6,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.42857142857142855,12.506627559661865
27,DME7,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.2857142857142857,12.365140676498413
28,DME8,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.7142857142857143,12.41060209274292
29,DME9,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.8571428571428571,12.525210618972778
30,NORMAL1,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.42857142857142855,12.429097414016724
31,NORMAL10,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.42857142857142855,12.49513053894043
32,NORMAL12,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.7142857142857143,12.365660429000854
33,NORMAL13,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.42857142857142855,12.485095500946045
34,NORMAL14,"3, 5, 7",1.0,1.0,1.0,0.6,1.0,0.5714285714285714,12.445127487182617
35,NORMAL15,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.42857142857142855,12.479567289352417
36,NORMAL2,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.5714285714285714,12.475604057312012
37,NORMAL3,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.5714285714285714,12.479662418365479
38,NORMAL4,"3, 5, 7",0.0,0.0,0.2,0.2,0.2,0.2857142857142857,12.424196004867554
39,NORMAL5,"3, 5, 7",0.0,0.0,0.25,0.2,0.25,0.14285714285714285,12.474480390548706
40,NORMAL6,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.5714285714285714,12.358121395111084
41,NORMAL7,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.2857142857142857,12.4550199508667
42,NORMAL8,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,12.42501974105835
43,NORMAL9,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.42857142857142855,12.934197664260864
44,Average MAP and MRR,"3, 5, 7",0.7234848484848485,0.4924242424242424,0.7450757575757575,0.45454545454545464,0.7521103896103896,0.4577922077922078,548.6540687084198
