,query1,query2,size,siamese_distance,average_image_time_query1,average_image_time_query2,patch_retrieval_time,image_comparison_time,total_time
1,AMD3,AMD10,"(496, 512)",64.39208984375,0.09900021553039551,0.19602131843566895,0.001001119613647461,0.11600065231323242,0.31302309036254883
2,AMD3,AMD11,"(496, 512)",64.76921844482422,0.09900021553039551,0.07600092887878418,0.0009989738464355469,0.11529970169067383,0.19229960441589355
7,AMD3,AMD2,"(496, 512)",65.20905303955078,0.09900021553039551,0.10300827026367188,0.0020112991333007812,0.11696839332580566,0.22198796272277832
11,AMD3,AMD7,"(496, 512)",65.22071838378906,0.09900021553039551,0.19602489471435547,0.0,0.11834311485290527,0.31436800956726074
22,AMD3,DME3,"(496, 512)",65.40316772460938,0.09900021553039551,0.2030181884765625,0.0009999275207519531,0.11497092247009277,0.3189890384674072
0,AMD3,AMD1,"(496, 512)",65.45570373535156,0.09900021553039551,0.10402941703796387,0.0010008811950683594,0.11483454704284668,0.2198648452758789
16,AMD3,DME11,"(496, 512)",65.46552276611328,0.09900021553039551,0.14699888229370117,0.0019991397857666016,0.11396932601928711,0.2629673480987549
15,AMD3,DME10,"(496, 512)",65.4823989868164,0.09900021553039551,0.07402873039245605,0.0020067691802978516,0.11396503448486328,0.1900005340576172
8,AMD3,AMD4,"(496, 512)",65.6266098022461,0.09900021553039551,0.07699918746948242,0.0019991397857666016,0.11401104927062988,0.1930093765258789
3,AMD3,AMD12,"(496, 512)",65.6297607421875,0.09900021553039551,0.07702112197875977,0.002010822296142578,0.11597418785095215,0.1950061321258545
19,AMD3,DME14,"(496, 512)",65.65653228759766,0.09900021553039551,0.14603161811828613,0.002002716064453125,0.11396503448486328,0.26199936866760254
5,AMD3,AMD14,"(496, 512)",65.66327667236328,0.09900021553039551,0.19302725791931152,0.0009992122650146484,0.11500668525695801,0.3090331554412842
28,AMD3,DME9,"(496, 512)",65.79303741455078,0.09900021553039551,0.14702630043029785,0.0010044574737548828,0.11597967147827148,0.2640104293823242
9,AMD3,AMD5,"(496, 512)",65.83477783203125,0.09900021553039551,0.07999086380004883,0.0010042190551757812,0.11499500274658203,0.19599008560180664
4,AMD3,AMD13,"(496, 512)",65.84680938720703,0.09900021553039551,0.07899236679077148,0.0010008811950683594,0.11748456954956055,0.1974778175354004
26,AMD3,DME7,"(496, 512)",65.87786865234375,0.09900021553039551,0.15002846717834473,0.0010075569152832031,0.11897468566894531,0.27001070976257324
10,AMD3,AMD6,"(496, 512)",65.9157485961914,0.09900021553039551,0.07902216911315918,0.0010063648223876953,0.11497902870178223,0.1950075626373291
13,AMD3,AMD9,"(496, 512)",65.96299743652344,0.09900021553039551,0.19700002670288086,0.0010004043579101562,0.11400127410888672,0.31200170516967773
12,AMD3,AMD8,"(496, 512)",65.97274017333984,0.09900021553039551,0.07706642150878906,0.0009865760803222656,0.11496973037719727,0.1930227279663086
23,AMD3,DME4,"(496, 512)",65.99980926513672,0.09900021553039551,0.2030198574066162,0.0010197162628173828,0.1169586181640625,0.3209981918334961
20,AMD3,DME15,"(496, 512)",66.0374755859375,0.09900021553039551,0.15002965927124023,0.0010089874267578125,0.11697530746459961,0.26801395416259766
6,AMD3,AMD15,"(496, 512)",66.04762268066406,0.09900021553039551,0.09901666641235352,0.0010137557983398438,0.11597633361816406,0.21600675582885742
17,AMD3,DME12,"(496, 512)",66.09485626220703,0.09900021553039551,0.14998793601989746,0.0009701251983642578,0.11873912811279297,0.2696971893310547
21,AMD3,DME2,"(496, 512)",66.13140106201172,0.09900021553039551,0.20198583602905273,0.0009996891021728516,0.1160130500793457,0.3189985752105713
14,AMD3,DME1,"(496, 512)",66.18122100830078,0.09900021553039551,0.2030022144317627,0.00099945068359375,0.1179666519165039,0.32196831703186035
25,AMD3,DME6,"(496, 512)",66.18534088134766,0.09900021553039551,0.20201802253723145,0.0010113716125488281,0.11499738693237305,0.3180267810821533
18,AMD3,DME13,"(496, 512)",66.2531967163086,0.09900021553039551,0.14604878425598145,0.0010006427764892578,0.11500096321105957,0.26302242279052734
24,AMD3,DME5,"(496, 512)",66.26908111572266,0.09900021553039551,0.20199966430664062,0.0010004043579101562,0.11501216888427734,0.3180122375488281
27,AMD3,DME8,"(496, 512)",66.35602569580078,0.09900021553039551,0.1490185260772705,0.0010013580322265625,0.11697173118591309,0.26699161529541016
