,query1,query2,size,siamese_distance,average_image_time_query1,average_image_time_query2,patch_retrieval_time,image_comparison_time,total_time
22,NORMAL6,NORMAL3,"(496, 512)",62.427642822265625,0.21002984046936035,0.21200013160705566,0.0009989738464355469,0.11700129508972168,0.3300004005432129
14,NORMAL6,AMD9,"(496, 512)",62.487396240234375,0.21002984046936035,0.2360231876373291,0.000978231430053711,0.11599874496459961,0.3530001640319824
13,NORMAL6,AMD8,"(496, 512)",62.49082946777344,0.21002984046936035,0.08102893829345703,0.00099945068359375,0.11597013473510742,0.1979985237121582
15,NORMAL6,NORMAL1,"(496, 512)",62.5030403137207,0.21002984046936035,0.2180008888244629,0.0009987354278564453,0.11600041389465332,0.336000919342041
16,NORMAL6,NORMAL10,"(496, 512)",62.51418685913086,0.21002984046936035,0.21703004837036133,0.0009989738464355469,0.11597728729248047,0.33400630950927734
20,NORMAL6,NORMAL15,"(496, 512)",62.57553482055664,0.21002984046936035,0.2120215892791748,0.00099945068359375,0.11697983741760254,0.3300008773803711
19,NORMAL6,NORMAL14,"(496, 512)",62.593624114990234,0.21002984046936035,0.2130286693572998,0.0,0.11597585678100586,0.32900452613830566
25,NORMAL6,NORMAL7,"(496, 512)",62.6024284362793,0.21002984046936035,0.21199703216552734,0.001027822494506836,0.11797070503234863,0.3309955596923828
26,NORMAL6,NORMAL8,"(496, 512)",62.62734603881836,0.21002984046936035,0.2109997272491455,0.0010001659393310547,0.11601424217224121,0.3280141353607178
21,NORMAL6,NORMAL2,"(496, 512)",62.63344955444336,0.21002984046936035,0.2220306396484375,0.0010035037994384766,0.11496639251708984,0.3380005359649658
17,NORMAL6,NORMAL12,"(496, 512)",62.646602630615234,0.21002984046936035,0.21202540397644043,0.0009999275207519531,0.1159813404083252,0.3290066719055176
4,NORMAL6,AMD13,"(496, 512)",62.649566650390625,0.21002984046936035,0.08102989196777344,0.0009925365447998047,0.11499142646789551,0.19701385498046875
5,NORMAL6,AMD14,"(496, 512)",62.65950012207031,0.21002984046936035,0.2059931755065918,0.0,0.11499261856079102,0.3209857940673828
27,NORMAL6,NORMAL9,"(496, 512)",62.68669509887695,0.21002984046936035,0.21901583671569824,0.00099945068359375,0.11499643325805664,0.33501172065734863
18,NORMAL6,NORMAL13,"(496, 512)",62.700294494628906,0.21002984046936035,0.22201824188232422,0.0010025501251220703,0.11696672439575195,0.33998751640319824
10,NORMAL6,AMD5,"(496, 512)",62.72914123535156,0.21002984046936035,0.08399677276611328,0.0009992122650146484,0.11400365829467773,0.19899964332580566
23,NORMAL6,NORMAL4,"(496, 512)",62.74215316772461,0.21002984046936035,0.2100226879119873,0.0009992122650146484,0.11601924896240234,0.3270411491394043
11,NORMAL6,AMD6,"(496, 512)",62.750091552734375,0.21002984046936035,0.08207154273986816,0.0009257793426513672,0.11599922180175781,0.1999964714050293
24,NORMAL6,NORMAL5,"(496, 512)",62.7778434753418,0.21002984046936035,0.21998882293701172,0.001001119613647461,0.11597251892089844,0.3369624614715576
6,NORMAL6,AMD15,"(496, 512)",62.81736373901367,0.21002984046936035,0.10600042343139648,0.00099945068359375,0.11599946022033691,0.22299933433532715
9,NORMAL6,AMD4,"(496, 512)",62.86701965332031,0.21002984046936035,0.0800013542175293,0.0010292530059814453,0.11797404289245605,0.1990046501159668
3,NORMAL6,AMD12,"(496, 512)",62.88922882080078,0.21002984046936035,0.08100032806396484,0.0010004043579101562,0.11700034141540527,0.19900107383728027
12,NORMAL6,AMD7,"(496, 512)",62.956546783447266,0.21002984046936035,0.20502257347106934,0.0009996891021728516,0.11697912216186523,0.3230013847351074
7,NORMAL6,AMD2,"(496, 512)",62.98042297363281,0.21002984046936035,0.10700035095214844,0.0010001659393310547,0.11401557922363281,0.2220160961151123
0,NORMAL6,AMD1,"(496, 512)",63.00474548339844,0.21002984046936035,0.10699343681335449,0.00099945068359375,0.11797785758972168,0.22597074508666992
2,NORMAL6,AMD11,"(496, 512)",63.066986083984375,0.21002984046936035,0.08300065994262695,0.0009980201721191406,0.11600041389465332,0.19999909400939941
8,NORMAL6,AMD3,"(496, 512)",63.102149963378906,0.21002984046936035,0.10496950149536133,0.0010001659393310547,0.11501383781433105,0.22098350524902344
1,NORMAL6,AMD10,"(496, 512)",63.2261848449707,0.21002984046936035,0.20399808883666992,0.0,0.11500024795532227,0.31999897956848145
