,query1,query2,size,siamese_distance,average_image_time_query1,average_image_time_query2,patch_retrieval_time,image_comparison_time,total_time
36,AMD9,NORMAL3,"(496, 512)",62.44717788696289,0.19599628448486328,0.2099919319152832,0.001999378204345703,0.11500000953674316,0.32699131965637207
13,AMD9,AMD8,"(496, 512)",62.47817611694336,0.19599628448486328,0.08200860023498535,0.0010027885437011719,0.11496663093566895,0.19797801971435547
39,AMD9,NORMAL6,"(496, 512)",62.48739242553711,0.19599628448486328,0.21102523803710938,0.0019981861114501953,0.11497831344604492,0.3280017375946045
29,AMD9,NORMAL1,"(496, 512)",62.504886627197266,0.19599628448486328,0.2069993019104004,0.0009999275207519531,0.11599946022033691,0.3249986171722412
34,AMD9,NORMAL15,"(496, 512)",62.509193420410156,0.19599628448486328,0.20800256729125977,0.0009989738464355469,0.11796927452087402,0.32697081565856934
26,AMD9,DME7,"(496, 512)",62.51721954345703,0.19599628448486328,0.15057134628295898,0.0009970664978027344,0.11800265312194824,0.26957106590270996
5,AMD9,AMD14,"(496, 512)",62.529850006103516,0.19599628448486328,0.19599032402038574,0.0009953975677490234,0.11999964714050293,0.3169853687286377
30,AMD9,NORMAL10,"(496, 512)",62.54559326171875,0.19599628448486328,0.20600008964538574,0.0010006427764892578,0.11600565910339355,0.32300639152526855
25,AMD9,DME6,"(496, 512)",62.54826736450195,0.19599628448486328,0.21103310585021973,0.0009996891021728516,0.11596894264221191,0.3280017375946045
40,AMD9,NORMAL7,"(496, 512)",62.55699920654297,0.19599628448486328,0.2069988250732422,0.0019998550415039062,0.11701536178588867,0.32601404190063477
41,AMD9,NORMAL8,"(496, 512)",62.558406829833984,0.19599628448486328,0.2069840431213379,0.0010008811950683594,0.11703824996948242,0.32502317428588867
24,AMD9,DME5,"(496, 512)",62.57183837890625,0.19599628448486328,0.20399928092956543,0.0009982585906982422,0.11501336097717285,0.3200109004974365
31,AMD9,NORMAL12,"(496, 512)",62.6046028137207,0.19599628448486328,0.2100226879119873,0.0009996891021728516,0.11598706245422363,0.3270094394683838
10,AMD9,AMD5,"(496, 512)",62.60635757446289,0.19599628448486328,0.0779881477355957,0.0010042190551757812,0.11800646781921387,0.19699883460998535
17,AMD9,DME12,"(496, 512)",62.613975524902344,0.19599628448486328,0.15200567245483398,0.0009949207305908203,0.11500930786132812,0.26800990104675293
18,AMD9,DME13,"(496, 512)",62.61669158935547,0.19599628448486328,0.14999151229858398,0.0005078315734863281,0.11801767349243164,0.26851701736450195
33,AMD9,NORMAL14,"(496, 512)",62.625247955322266,0.19599628448486328,0.20801091194152832,0.002007007598876953,0.1149604320526123,0.3249783515930176
28,AMD9,DME9,"(496, 512)",62.64333724975586,0.19599628448486328,0.14999890327453613,0.0010004043579101562,0.11703062057495117,0.26802992820739746
23,AMD9,DME4,"(496, 512)",62.64529037475586,0.19599628448486328,0.2069706916809082,0.0009982585906982422,0.12000107765197754,0.327970027923584
